"url_a","url_b","page_type_a","page_type_b","jaccard_similarity_percent","words_a","words_b"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2056","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2457","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2436","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2457","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2056","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2507","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2436","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2507","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2056","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--3079","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2436","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--3079","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2457","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--3079","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2507","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--3079","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2056","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--3215","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2436","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--3215","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2507","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--3215","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--2457","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--3215","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--3079","https://www.searchsarkarinaukri.com/jobs/bank-of-baroda-bank-of-baroda-2026--3215","job-listing","job-listing","89.11","264","264"
"https://www.searchsarkarinaukri.com/jobs/krcl-krcl-2026--1921","https://www.searchsarkarinaukri.com/jobs/krcl-krcl-2026--2230","job-listing","job-listing","89.06","284","284"
"https://www.searchsarkarinaukri.com/jobs/krcl-krcl-2026--2383","https://www.searchsarkarinaukri.com/jobs/krcl-krcl-2026--3260","job-listing","job-listing","89.06","284","284"
"https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-indian-forest-service-examination-2025-2026--1427","https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-indian-forest-service-main-examination-2025-2026--1439","job-listing","job-listing","89.05","134","136"
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-trade-apprentice-electrician-recruitment-2026--4365","https://www.searchsarkarinaukri.com/jobs/sail-rsp-trade-apprentice-tool-die-maker-recruitment-2026--4367","job-listing","job-listing","89.04","237","241"
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-trade-apprentice-fitter-recruitment-2026--4366","https://www.searchsarkarinaukri.com/jobs/sail-rsp-trade-apprentice-tool-die-maker-recruitment-2026--4367","job-listing","job-listing","89.04","237","241"
"https://www.searchsarkarinaukri.com/jobs/dbskkv-dbskkv-2026--3711","https://www.searchsarkarinaukri.com/jobs/dbskkv-dbskkv-2026--3956","job-listing","job-listing","88.99","215","215"
"https://www.searchsarkarinaukri.com/jobs/dbskkv-dbskkv-2026--2788","https://www.searchsarkarinaukri.com/jobs/dbskkv-dbskkv-2026--4202","job-listing","job-listing","88.99","215","215"
"https://www.searchsarkarinaukri.com/jobs/dbskkv-dbskkv-2026--2924","https://www.searchsarkarinaukri.com/jobs/dbskkv-dbskkv-2026--4202","job-listing","job-listing","88.99","215","215"
"https://www.searchsarkarinaukri.com/jobs/dbskkv-dbskkv-2026--3517","https://www.searchsarkarinaukri.com/jobs/dbskkv-dbskkv-2026--4202","job-listing","job-listing","88.99","215","215"
"https://www.searchsarkarinaukri.com/jobs/gokhale-institute-of-politics-and-economics-pune-gokhale-institute-of-politics-and-economics-2026--2388","https://www.searchsarkarinaukri.com/jobs/gokhale-institute-of-politics-and-economics-pune-gokhale-institute-of-politics-and-economics-2026--3173","job-listing","job-listing","88.98","259","259"
"https://www.searchsarkarinaukri.com/jobs/icsil-bharti-2026-details-icsil-bharti-2026-details-2026--2221","https://www.searchsarkarinaukri.com/jobs/icsil-bharti-2026-details-icsil-bharti-2026-details-2026--2140","job-listing","job-listing","88.98","264","264"
"https://www.searchsarkarinaukri.com/jobs/icsil-bharti-2026-details-icsil-bharti-2026-details-2026--3297","https://www.searchsarkarinaukri.com/jobs/icsil-bharti-2026-details-icsil-bharti-2026-details-2026--4428","job-listing","job-listing","88.98","264","264"
"https://www.searchsarkarinaukri.com/admit-cards/17","https://www.searchsarkarinaukri.com/admit-cards/20","admit-card","admit-card","88.97","136","139"
"https://www.searchsarkarinaukri.com/admit-cards/20","https://www.searchsarkarinaukri.com/admit-cards/24","admit-card","admit-card","88.97","139","136"
"https://www.searchsarkarinaukri.com/admit-cards/17","https://www.searchsarkarinaukri.com/admit-cards/25","admit-card","admit-card","88.97","136","139"
"https://www.searchsarkarinaukri.com/admit-cards/24","https://www.searchsarkarinaukri.com/admit-cards/25","admit-card","admit-card","88.97","136","139"
"https://www.searchsarkarinaukri.com/admit-cards/31","https://www.searchsarkarinaukri.com/admit-cards/32","admit-card","admit-card","88.97","136","139"
"https://www.searchsarkarinaukri.com/admit-cards/32","https://www.searchsarkarinaukri.com/admit-cards/38","admit-card","admit-card","88.97","139","136"
"https://www.searchsarkarinaukri.com/admit-cards/31","https://www.searchsarkarinaukri.com/admit-cards/39","admit-card","admit-card","88.97","136","139"
"https://www.searchsarkarinaukri.com/admit-cards/38","https://www.searchsarkarinaukri.com/admit-cards/39","admit-card","admit-card","88.97","136","139"
"https://www.searchsarkarinaukri.com/admit-cards/32","https://www.searchsarkarinaukri.com/admit-cards/47","admit-card","admit-card","88.97","139","136"
"https://www.searchsarkarinaukri.com/admit-cards/39","https://www.searchsarkarinaukri.com/admit-cards/47","admit-card","admit-card","88.97","139","136"
"https://www.searchsarkarinaukri.com/admit-cards/32","https://www.searchsarkarinaukri.com/admit-cards/53","admit-card","admit-card","88.97","139","136"
"https://www.searchsarkarinaukri.com/admit-cards/39","https://www.searchsarkarinaukri.com/admit-cards/53","admit-card","admit-card","88.97","139","136"
"https://www.searchsarkarinaukri.com/admit-cards/32","https://www.searchsarkarinaukri.com/admit-cards/61","admit-card","admit-card","88.97","139","136"
"https://www.searchsarkarinaukri.com/admit-cards/39","https://www.searchsarkarinaukri.com/admit-cards/61","admit-card","admit-card","88.97","139","136"
"https://www.searchsarkarinaukri.com/admit-cards/68","https://www.searchsarkarinaukri.com/admit-cards/76","admit-card","admit-card","88.97","136","139"
"https://www.searchsarkarinaukri.com/admit-cards/73","https://www.searchsarkarinaukri.com/admit-cards/76","admit-card","admit-card","88.97","136","139"
"https://www.searchsarkarinaukri.com/admit-cards/76","https://www.searchsarkarinaukri.com/admit-cards/81","admit-card","admit-card","88.97","139","136"
"https://www.searchsarkarinaukri.com/admit-cards/68","https://www.searchsarkarinaukri.com/admit-cards/82","admit-card","admit-card","88.97","136","139"
"https://www.searchsarkarinaukri.com/admit-cards/73","https://www.searchsarkarinaukri.com/admit-cards/82","admit-card","admit-card","88.97","136","139"
"https://www.searchsarkarinaukri.com/admit-cards/81","https://www.searchsarkarinaukri.com/admit-cards/82","admit-card","admit-card","88.97","136","139"
"https://www.searchsarkarinaukri.com/jobs/tadoba-tiger-reserve-chandrapur-tadoba-tiger-reserve-chandrapur-2026--2840","https://www.searchsarkarinaukri.com/jobs/tadoba-tiger-reserve-chandrapur-tadoba-tiger-reserve-chandrapur-2026--3089","job-listing","job-listing","88.97","271","271"
"https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-commerical-corporate-2026--1613","https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-travel-2026--1598","job-listing","job-listing","88.94","195","193"
"https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-mice-operations-2026--1614","https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-travel-2026--1598","job-listing","job-listing","88.94","195","193"
"https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-commercial-2026--1602","https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-ticketing-mice-2026--1597","job-listing","job-listing","88.94","193","195"
"https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-it-2026--1608","https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-ticketing-mice-2026--1597","job-listing","job-listing","88.94","193","195"
"https://www.searchsarkarinaukri.com/jobs/mumbai-metropolitan-region-slum-rehabilitation-authorities-mumbai-metropolitan-region-slum-rehabilit--2354","https://www.searchsarkarinaukri.com/jobs/mumbai-metropolitan-region-slum-rehabilitation-authorities-mumbai-metropolitan-region-slum-rehabilit--2145","job-listing","job-listing","88.93","255","255"
"https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-commercial-2026--1602","https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-travel-2026--1598","job-listing","job-listing","88.89","193","193"
"https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-it-2026--1608","https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-officer-travel-2026--1598","job-listing","job-listing","88.89","193","193"
"https://www.searchsarkarinaukri.com/jobs/iit-goa-iit-goa-2026--2838","https://www.searchsarkarinaukri.com/jobs/iit-goa-iit-goa-2026--4006","job-listing","job-listing","88.89","211","211"
"https://www.searchsarkarinaukri.com/jobs/sgbau-amravati-sgbau-amravati-2026--4380","https://www.searchsarkarinaukri.com/jobs/sgbau-amravati-sgbau-amravati-2026--4840","job-listing","job-listing","88.89","276","277"
"https://www.searchsarkarinaukri.com/jobs/sgbau-amravati-sgbau-amravati-2026--4380","https://www.searchsarkarinaukri.com/jobs/sgbau-amravati-sgbau-amravati-2026--5012","job-listing","job-listing","88.89","276","277"
"https://www.searchsarkarinaukri.com/jobs/mumbai-port-trust-mumbai-port-trust-2026--4273","https://www.searchsarkarinaukri.com/jobs/mumbai-port-trust-mumbai-port-trust-2026--4829","job-listing","job-listing","88.76","285","285"
"https://www.searchsarkarinaukri.com/jobs/defence-institute-of-advanced-technology-pune-defence-institute-of-advanced-2026--2460","https://www.searchsarkarinaukri.com/jobs/defence-institute-of-advanced-technology-pune-defence-institute-of-advanced-2026--2926","job-listing","job-listing","88.68","271","271"
"https://www.searchsarkarinaukri.com/jobs/defence-institute-of-advanced-technology-pune-defence-institute-of-advanced-2026--2460","https://www.searchsarkarinaukri.com/jobs/defence-institute-of-advanced-technology-pune-defence-institute-of-advanced-2026--2989","job-listing","job-listing","88.68","271","271"
"https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-national-defence-academy-and-naval-academy-2026--1436","https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-national-defence-academy-and-naval-academy-2026--1441","job-listing","job-listing","88.65","142","142"
"https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-national-defence-academy-and-naval-academy-2026--1436","https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-national-defence-academy-and-naval-academy-2026--1484","job-listing","job-listing","88.65","142","142"
"https://www.searchsarkarinaukri.com/jobs/vnit-nagpur-vnit-nagpur-2026--3023","https://www.searchsarkarinaukri.com/jobs/vnit-nagpur-vnit-nagpur-2026--2791","job-listing","job-listing","88.64","260","260"
"https://www.searchsarkarinaukri.com/jobs/vnit-nagpur-vnit-nagpur-2026--3023","https://www.searchsarkarinaukri.com/jobs/vnit-nagpur-vnit-nagpur-2026--3463","job-listing","job-listing","88.64","260","260"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1837","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2029","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2029","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1913","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1837","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1942","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2029","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1942","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1837","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1985","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2029","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1985","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1837","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2068","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2029","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2068","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1985","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2068","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1913","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2068","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1942","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2068","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1837","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2318","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2029","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2318","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1913","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2318","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1985","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2318","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1942","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2318","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1837","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2263","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1913","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2263","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1985","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2263","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--1942","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2263","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2646","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--3022","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2646","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2878","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2646","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--3082","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--3022","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--3082","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--2878","https://www.searchsarkarinaukri.com/jobs/tiss-mumbai-tiss-mumbai-2026--3082","job-listing","job-listing","88.55","262","262"
"https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-engineering-services-main-examination-2026-2026--1428","https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-engineering-services-preliminary-examination-2026-2026--1438","job-listing","job-listing","88.54","154","154"
"https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-assistant-manager-commercial-2026--1601","https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-assistant-manager-mice-govt-and-psu-2026--1615","job-listing","job-listing","88.52","201","207"
"https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-assistant-manager-mice-govt-and-psu-2026--1615","https://www.searchsarkarinaukri.com/jobs/balmer-lawrie-and-company-limited-assistant-manager-travel-2026--1599","job-listing","job-listing","88.52","207","201"
"https://www.searchsarkarinaukri.com/jobs/kendriya-vidyalaya-of-varangaon-kendriya-vidyalaya-of-varangaon-2026--2152","https://www.searchsarkarinaukri.com/jobs/kendriya-vidyalaya-of-varangaon-kendriya-vidyalaya-of-varangaon-2026--4947","job-listing","job-listing","88.52","221","221"
"https://www.searchsarkarinaukri.com/jobs/maharashtra-maritime-board-mumbai-maharashtra-maritime-board-mumbai-2026--2548","https://www.searchsarkarinaukri.com/jobs/maharashtra-maritime-board-mumbai-maharashtra-maritime-board-mumbai-2026--2839","job-listing","job-listing","88.52","241","241"
"https://www.searchsarkarinaukri.com/jobs/national-thermal-power-corporation-limited-national-thermal-power-corporation-limited-2026--2339","https://www.searchsarkarinaukri.com/jobs/national-thermal-power-corporation-limited-national-thermal-power-corporation-limited-2026--3405","job-listing","job-listing","88.51","265","265"
"https://www.searchsarkarinaukri.com/jobs/national-thermal-power-corporation-limited-national-thermal-power-corporation-limited-2026--2539","https://www.searchsarkarinaukri.com/jobs/national-thermal-power-corporation-limited-national-thermal-power-corporation-limited-2026--3405","job-listing","job-listing","88.51","265","265"
"https://www.searchsarkarinaukri.com/jobs/ari-pune-ari-pune-2026--1930","https://www.searchsarkarinaukri.com/jobs/ari-pune-ari-pune-2026--2023","job-listing","job-listing","88.43","238","238"
"https://www.searchsarkarinaukri.com/jobs/ari-pune-ari-pune-2026--1930","https://www.searchsarkarinaukri.com/jobs/ari-pune-ari-pune-2026--2234","job-listing","job-listing","88.43","238","238"
"https://www.searchsarkarinaukri.com/jobs/ari-pune-ari-pune-2026--1930","https://www.searchsarkarinaukri.com/jobs/ari-pune-ari-pune-2026--2158","job-listing","job-listing","88.43","238","238"
"https://www.searchsarkarinaukri.com/jobs/gac-nagpur-gac-nagpur-2026--3026","https://www.searchsarkarinaukri.com/jobs/gac-nagpur-gac-nagpur-2026--3777","job-listing","job-listing","88.43","238","238"
"https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-combined-defence-services-examination-i-2026-2026--1435","https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-combined-defence-services-examination-ii-2025-2026--1442","job-listing","job-listing","88.41","136","136"
"https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-combined-defence-services-examination-i-2026-2026--1435","https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-combined-defence-services-examination-ii-2026-2026--1483","job-listing","job-listing","88.41","136","136"
"https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-combined-geo-scientist-main-examination-2026-2026--1400","https://www.searchsarkarinaukri.com/jobs/union-public-service-commission-combined-geo-scientist-preliminary-examination-2026-2026--1402","job-listing","job-listing","88.41","136","136"
"https://www.searchsarkarinaukri.com/jobs/gokhale-education-society-gokhale-education-society-2026--4720","https://www.searchsarkarinaukri.com/jobs/gokhale-education-society-gokhale-education-society-2026--5009","job-listing","job-listing","88.39","221","221"
"https://www.searchsarkarinaukri.com/jobs/icar-iari-icar-iari-2026--2499","https://www.searchsarkarinaukri.com/jobs/icar-iari-icar-iari-2026--2832","job-listing","job-listing","88.33","264","264"
"https://www.searchsarkarinaukri.com/jobs/panjabrao-deshmukh-krishi-vidyapeeth-akola-panjabrao-deshmukh-krishi-vidyapeeth-akola-2026--1754","https://www.searchsarkarinaukri.com/jobs/panjabrao-deshmukh-krishi-vidyapeeth-akola-panjabrao-deshmukh-krishi-vidyapeeth-akola-2026--1944","job-listing","job-listing","88.33","252","252"
"https://www.searchsarkarinaukri.com/jobs/panjabrao-deshmukh-krishi-vidyapeeth-akola-panjabrao-deshmukh-krishi-vidyapeeth-akola-2026--1754","https://www.searchsarkarinaukri.com/jobs/panjabrao-deshmukh-krishi-vidyapeeth-akola-panjabrao-deshmukh-krishi-vidyapeeth-akola-2026--1975","job-listing","job-listing","88.33","252","252"
"https://www.searchsarkarinaukri.com/jobs/panjabrao-deshmukh-krishi-vidyapeeth-akola-panjabrao-deshmukh-krishi-vidyapeeth-akola-2026--3532","https://www.searchsarkarinaukri.com/jobs/panjabrao-deshmukh-krishi-vidyapeeth-akola-panjabrao-deshmukh-krishi-vidyapeeth-akola-2026--3718","job-listing","job-listing","88.33","252","252"
"https://www.searchsarkarinaukri.com/jobs/panjabrao-deshmukh-krishi-vidyapeeth-akola-panjabrao-deshmukh-krishi-vidyapeeth-akola-2026--3532","https://www.searchsarkarinaukri.com/jobs/panjabrao-deshmukh-krishi-vidyapeeth-akola-panjabrao-deshmukh-krishi-vidyapeeth-akola-2026--4213","job-listing","job-listing","88.33","252","252"
"https://www.searchsarkarinaukri.com/jobs/panjabrao-deshmukh-krishi-vidyapeeth-akola-panjabrao-deshmukh-krishi-vidyapeeth-akola-2026--3718","https://www.searchsarkarinaukri.com/jobs/panjabrao-deshmukh-krishi-vidyapeeth-akola-panjabrao-deshmukh-krishi-vidyapeeth-akola-2026--4213","job-listing","job-listing","88.33","252","252"
"https://www.searchsarkarinaukri.com/admit-cards/33","https://www.searchsarkarinaukri.com/admit-cards/57","admit-card","admit-card","88.32","139","139"
"https://www.searchsarkarinaukri.com/admit-cards/40","https://www.searchsarkarinaukri.com/admit-cards/57","admit-card","admit-card","88.32","139","139"
"https://www.searchsarkarinaukri.com/admit-cards/48","https://www.searchsarkarinaukri.com/admit-cards/57","admit-card","admit-card","88.32","139","139"
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-trade-apprentice-diesel-mechanic-recruitment-2026--4364","https://www.searchsarkarinaukri.com/jobs/sail-rsp-trade-apprentice-tool-die-maker-recruitment-2026--4367","job-listing","job-listing","88.24","239","241"
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-trade-apprentice-instrument-mechanic-recruitment-2026--4369","https://www.searchsarkarinaukri.com/jobs/sail-rsp-trade-apprentice-tool-die-maker-recruitment-2026--4367","job-listing","job-listing","88.24","239","241"
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-trade-apprentice-electronics-mechanic-recruitment-2026--4368","https://www.searchsarkarinaukri.com/jobs/sail-rsp-trade-apprentice-tool-die-maker-recruitment-2026--4367","job-listing","job-listing","88.24","239","241"
"https://www.searchsarkarinaukri.com/jobs/ahmednagar-merchant-co-op-bank-ahmednagar-merchant-co-op-bank-2026--2829","https://www.searchsarkarinaukri.com/jobs/ahmednagar-merchant-co-op-bank-ahmednagar-merchant-co-op-bank-2026--3258","job-listing","job-listing","88.19","249","249"
"https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2063","https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--1715","job-listing","job-listing","88.14","242","242"
"https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--1715","https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2133","job-listing","job-listing","88.14","242","242"
"https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2063","https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2393","job-listing","job-listing","88.14","242","242"
"https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--1715","https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2393","job-listing","job-listing","88.14","242","242"
"https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2243","https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2393","job-listing","job-listing","88.14","242","242"
"https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2133","https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2393","job-listing","job-listing","88.14","242","242"
"https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2653","https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2987","job-listing","job-listing","88.14","242","242"
"https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--2653","https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--3083","job-listing","job-listing","88.14","242","242"
"https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--3303","https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--4842","job-listing","job-listing","88.14","242","242"
"https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--3462","https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--4842","job-listing","job-listing","88.14","242","242"
"https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--3303","https://www.searchsarkarinaukri.com/jobs/iips-mumbai-iips-mumbai-2026--3911","job-listing","job-listing","88.14","242","242"
