Job ID,URL,Current HTTP Status,Exists in DB,Gate,Block Reason,Job Status,Desc Chars,Final Category,Reason
1445,https://www.searchsarkarinaukri.com/jobs/1445,301,YES,PASS,,Closed,250,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1447,https://www.searchsarkarinaukri.com/jobs/1447,301,YES,PASS,,Closed,320,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1448,https://www.searchsarkarinaukri.com/jobs/1448,410,YES,BLOCKED,needs_review,Closed,335,RESTORE_200,Blocked by needs_review; Closed; desc 335 chars
1449,https://www.searchsarkarinaukri.com/jobs/1449,301,YES,PASS,,Closed,298,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1450,https://www.searchsarkarinaukri.com/jobs/1450,301,YES,PASS,,Closed,310,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1454,https://www.searchsarkarinaukri.com/jobs/1454,301,YES,PASS,,Closed,289,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1455,https://www.searchsarkarinaukri.com/jobs/1455,301,YES,PASS,,Closed,236,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1457,https://www.searchsarkarinaukri.com/jobs/1457,301,YES,PASS,,Closed,212,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1458,https://www.searchsarkarinaukri.com/jobs/1458,301,YES,PASS,,Closed,207,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1461,https://www.searchsarkarinaukri.com/jobs/1461,301,YES,PASS,,Closed,271,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1462,https://www.searchsarkarinaukri.com/jobs/1462,301,YES,PASS,,Closed,208,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1463,https://www.searchsarkarinaukri.com/jobs/1463,301,YES,PASS,,Closed,231,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1464,https://www.searchsarkarinaukri.com/jobs/1464,301,YES,PASS,,Closed,265,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1468,https://www.searchsarkarinaukri.com/jobs/1468,301,YES,PASS,,Closed,269,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1469,https://www.searchsarkarinaukri.com/jobs/1469,301,YES,PASS,,Closed,268,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1471,https://www.searchsarkarinaukri.com/jobs/1471,301,YES,PASS,,Closed,1414,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1478,https://www.searchsarkarinaukri.com/jobs/1478,410,YES,BLOCKED,needs_review,Closed,300,RESTORE_200,Blocked by needs_review; Closed; desc 300 chars
1481,https://www.searchsarkarinaukri.com/jobs/1481,301,YES,PASS,,Closed,323,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1482,https://www.searchsarkarinaukri.com/jobs/1482,410,YES,BLOCKED,needs_review,Closed,265,RESTORE_200,Blocked by needs_review; Closed; desc 265 chars
1483,https://www.searchsarkarinaukri.com/jobs/1483,301,YES,PASS,,Closed,252,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1484,https://www.searchsarkarinaukri.com/jobs/1484,301,YES,PASS,,Closed,269,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1485,https://www.searchsarkarinaukri.com/jobs/1485,301,YES,PASS,,Closed,1053,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1486,https://www.searchsarkarinaukri.com/jobs/1486,410,YES,BLOCKED,needs_review,Closed,644,RESTORE_200,Blocked by needs_review; Closed; desc 644 chars
1487,https://www.searchsarkarinaukri.com/jobs/1487,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1489,https://www.searchsarkarinaukri.com/jobs/1489,301,YES,PASS,,Closed,994,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1497,https://www.searchsarkarinaukri.com/jobs/1497,410,YES,BLOCKED,needs_review,Closed,195,REMOVE_410,Blocked by needs_review; Closed; desc 195 chars
1498,https://www.searchsarkarinaukri.com/jobs/1498,410,YES,BLOCKED,needs_review,Closed,213,RESTORE_200,Blocked by needs_review; Closed; desc 213 chars
1499,https://www.searchsarkarinaukri.com/jobs/1499,410,YES,BLOCKED,is_duplicate,Closed,331,RESTORE_200,Blocked by is_duplicate; Closed; desc 331 chars
1501,https://www.searchsarkarinaukri.com/jobs/1501,301,YES,PASS,,Closed,339,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1502,https://www.searchsarkarinaukri.com/jobs/1502,301,YES,PASS,,Closed,313,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1503,https://www.searchsarkarinaukri.com/jobs/1503,410,YES,BLOCKED,is_duplicate,Closed,331,RESTORE_200,Blocked by is_duplicate; Closed; desc 331 chars
1504,https://www.searchsarkarinaukri.com/jobs/1504,301,YES,PASS,,Closed,322,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1505,https://www.searchsarkarinaukri.com/jobs/1505,301,YES,PASS,,Closed,320,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1506,https://www.searchsarkarinaukri.com/jobs/1506,410,YES,BLOCKED,needs_review,Closed,325,RESTORE_200,Blocked by needs_review; Closed; desc 325 chars
1507,https://www.searchsarkarinaukri.com/jobs/1507,301,YES,PASS,,Closed,306,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1508,https://www.searchsarkarinaukri.com/jobs/1508,410,YES,BLOCKED,needs_review,Closed,307,RESTORE_200,Blocked by needs_review; Closed; desc 307 chars
1509,https://www.searchsarkarinaukri.com/jobs/1509,301,YES,PASS,,Closed,298,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1510,https://www.searchsarkarinaukri.com/jobs/1510,301,YES,PASS,,Closed,338,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1511,https://www.searchsarkarinaukri.com/jobs/1511,410,YES,BLOCKED,needs_review,Closed,304,RESTORE_200,Blocked by needs_review; Closed; desc 304 chars
1513,https://www.searchsarkarinaukri.com/jobs/1513,301,YES,PASS,,Closed,340,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1514,https://www.searchsarkarinaukri.com/jobs/1514,410,YES,BLOCKED,needs_review,Closed,302,RESTORE_200,Blocked by needs_review; Closed; desc 302 chars
1515,https://www.searchsarkarinaukri.com/jobs/1515,410,YES,BLOCKED,is_duplicate,Closed,307,RESTORE_200,Blocked by is_duplicate; Closed; desc 307 chars
1516,https://www.searchsarkarinaukri.com/jobs/1516,301,YES,PASS,,Closed,319,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1518,https://www.searchsarkarinaukri.com/jobs/1518,301,YES,PASS,,Closed,298,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1521,https://www.searchsarkarinaukri.com/jobs/1521,301,YES,PASS,,Closed,597,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1522,https://www.searchsarkarinaukri.com/jobs/1522,301,YES,PASS,,Closed,451,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1523,https://www.searchsarkarinaukri.com/jobs/1523,301,YES,PASS,,Closed,523,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1525,https://www.searchsarkarinaukri.com/jobs/1525,301,YES,PASS,,Closed,340,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1526,https://www.searchsarkarinaukri.com/jobs/1526,301,YES,PASS,,Closed,274,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1530,https://www.searchsarkarinaukri.com/jobs/1530,301,YES,PASS,,Closed,887,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1536,https://www.searchsarkarinaukri.com/jobs/1536,301,YES,PASS,,Closed,304,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1538,https://www.searchsarkarinaukri.com/jobs/1538,301,YES,PASS,,Closed,324,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1549,https://www.searchsarkarinaukri.com/jobs/1549,301,YES,PASS,,Closed,319,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1550,https://www.searchsarkarinaukri.com/jobs/1550,301,YES,PASS,,Closed,304,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1551,https://www.searchsarkarinaukri.com/jobs/1551,410,YES,BLOCKED,needs_review,Closed,339,RESTORE_200,Blocked by needs_review; Closed; desc 339 chars
1552,https://www.searchsarkarinaukri.com/jobs/1552,301,YES,PASS,,Closed,318,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1555,https://www.searchsarkarinaukri.com/jobs/1555,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1556,https://www.searchsarkarinaukri.com/jobs/1556,301,YES,PASS,,Closed,1494,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1559,https://www.searchsarkarinaukri.com/jobs/1559,301,YES,PASS,,Closed,308,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1562,https://www.searchsarkarinaukri.com/jobs/1562,301,YES,PASS,,Closed,690,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1563,https://www.searchsarkarinaukri.com/jobs/1563,301,YES,PASS,,Closed,497,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1564,https://www.searchsarkarinaukri.com/jobs/1564,301,YES,PASS,,Closed,341,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1566,https://www.searchsarkarinaukri.com/jobs/1566,410,YES,BLOCKED,needs_review,Closed,340,RESTORE_200,Blocked by needs_review; Closed; desc 340 chars
1569,https://www.searchsarkarinaukri.com/jobs/1569,301,YES,PASS,,Closed,314,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1570,https://www.searchsarkarinaukri.com/jobs/1570,301,YES,PASS,,Closed,323,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1571,https://www.searchsarkarinaukri.com/jobs/1571,301,YES,PASS,,Closed,720,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1573,https://www.searchsarkarinaukri.com/jobs/1573,301,YES,PASS,,Closed,541,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1574,https://www.searchsarkarinaukri.com/jobs/1574,301,YES,PASS,,Closed,646,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1576,https://www.searchsarkarinaukri.com/jobs/1576,301,YES,PASS,,Closed,322,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1579,https://www.searchsarkarinaukri.com/jobs/1579,301,YES,PASS,,Closed,693,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1580,https://www.searchsarkarinaukri.com/jobs/1580,301,YES,PASS,,Closed,307,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1581,https://www.searchsarkarinaukri.com/jobs/1581,301,YES,PASS,,Closed,1599,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1582,https://www.searchsarkarinaukri.com/jobs/1582,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1583,https://www.searchsarkarinaukri.com/jobs/1583,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1584,https://www.searchsarkarinaukri.com/jobs/1584,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1585,https://www.searchsarkarinaukri.com/jobs/1585,301,YES,PASS,,Closed,661,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1586,https://www.searchsarkarinaukri.com/jobs/1586,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1588,https://www.searchsarkarinaukri.com/jobs/1588,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1589,https://www.searchsarkarinaukri.com/jobs/1589,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1590,https://www.searchsarkarinaukri.com/jobs/1590,301,YES,PASS,,Closed,797,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1591,https://www.searchsarkarinaukri.com/jobs/1591,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1592,https://www.searchsarkarinaukri.com/jobs/1592,301,YES,PASS,,Closed,303,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1593,https://www.searchsarkarinaukri.com/jobs/1593,301,YES,PASS,,Closed,330,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1594,https://www.searchsarkarinaukri.com/jobs/1594,301,YES,PASS,,Closed,817,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1595,https://www.searchsarkarinaukri.com/jobs/1595,301,YES,PASS,,Closed,326,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1596,https://www.searchsarkarinaukri.com/jobs/1596,301,YES,PASS,,Closed,321,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1597,https://www.searchsarkarinaukri.com/jobs/1597,301,YES,PASS,,Closed,608,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1598,https://www.searchsarkarinaukri.com/jobs/1598,301,YES,PASS,,Closed,602,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1599,https://www.searchsarkarinaukri.com/jobs/1599,301,YES,PASS,,Closed,615,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1600,https://www.searchsarkarinaukri.com/jobs/1600,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1601,https://www.searchsarkarinaukri.com/jobs/1601,301,YES,PASS,,Closed,619,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1602,https://www.searchsarkarinaukri.com/jobs/1602,301,YES,PASS,,Closed,604,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1603,https://www.searchsarkarinaukri.com/jobs/1603,301,YES,PASS,,Closed,586,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1604,https://www.searchsarkarinaukri.com/jobs/1604,301,YES,PASS,,Closed,587,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1605,https://www.searchsarkarinaukri.com/jobs/1605,301,YES,PASS,,Closed,621,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1607,https://www.searchsarkarinaukri.com/jobs/1607,301,YES,PASS,,Closed,599,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1608,https://www.searchsarkarinaukri.com/jobs/1608,301,YES,PASS,,Closed,596,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1609,https://www.searchsarkarinaukri.com/jobs/1609,301,YES,PASS,,Closed,613,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1611,https://www.searchsarkarinaukri.com/jobs/1611,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1612,https://www.searchsarkarinaukri.com/jobs/1612,301,YES,PASS,,Closed,613,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1613,https://www.searchsarkarinaukri.com/jobs/1613,301,YES,PASS,,Closed,615,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1614,https://www.searchsarkarinaukri.com/jobs/1614,301,YES,PASS,,Closed,610,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1615,https://www.searchsarkarinaukri.com/jobs/1615,301,YES,PASS,,Closed,626,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1616,https://www.searchsarkarinaukri.com/jobs/1616,301,YES,PASS,,Closed,715,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1617,https://www.searchsarkarinaukri.com/jobs/1617,301,YES,PASS,,Closed,336,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1618,https://www.searchsarkarinaukri.com/jobs/1618,301,YES,PASS,,Closed,861,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1621,https://www.searchsarkarinaukri.com/jobs/1621,301,YES,PASS,,Closed,684,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1623,https://www.searchsarkarinaukri.com/jobs/1623,301,YES,PASS,,Closed,878,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1625,https://www.searchsarkarinaukri.com/jobs/1625,301,YES,PASS,,Closed,1145,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1627,https://www.searchsarkarinaukri.com/jobs/1627,301,YES,PASS,,Closed,622,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1628,https://www.searchsarkarinaukri.com/jobs/1628,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1630,https://www.searchsarkarinaukri.com/jobs/1630,301,YES,PASS,,Closed,1975,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1635,https://www.searchsarkarinaukri.com/jobs/1635,301,YES,PASS,,Closed,305,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1636,https://www.searchsarkarinaukri.com/jobs/1636,301,YES,PASS,,Closed,324,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1646,https://www.searchsarkarinaukri.com/jobs/1646,301,YES,PASS,,Closed,320,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1647,https://www.searchsarkarinaukri.com/jobs/1647,301,YES,PASS,,Closed,317,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1649,https://www.searchsarkarinaukri.com/jobs/1649,301,YES,PASS,,Closed,350,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1650,https://www.searchsarkarinaukri.com/jobs/1650,301,YES,PASS,,Closed,335,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1652,https://www.searchsarkarinaukri.com/jobs/1652,301,YES,PASS,,Closed,362,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1653,https://www.searchsarkarinaukri.com/jobs/1653,301,YES,PASS,,Closed,351,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1656,https://www.searchsarkarinaukri.com/jobs/1656,301,YES,PASS,,Closed,363,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1657,https://www.searchsarkarinaukri.com/jobs/1657,301,YES,PASS,,Closed,391,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1658,https://www.searchsarkarinaukri.com/jobs/1658,301,YES,PASS,,Closed,380,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1660,https://www.searchsarkarinaukri.com/jobs/1660,301,YES,PASS,,Closed,379,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1661,https://www.searchsarkarinaukri.com/jobs/1661,301,YES,PASS,,Closed,470,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1662,https://www.searchsarkarinaukri.com/jobs/1662,301,YES,PASS,,Closed,524,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1663,https://www.searchsarkarinaukri.com/jobs/1663,301,YES,PASS,,Closed,516,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1664,https://www.searchsarkarinaukri.com/jobs/1664,301,YES,PASS,,Closed,483,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1668,https://www.searchsarkarinaukri.com/jobs/1668,301,YES,PASS,,Closed,575,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1670,https://www.searchsarkarinaukri.com/jobs/1670,301,YES,PASS,,Closed,545,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1671,https://www.searchsarkarinaukri.com/jobs/1671,301,YES,PASS,,Closed,458,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1672,https://www.searchsarkarinaukri.com/jobs/1672,301,YES,PASS,,Closed,499,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1673,https://www.searchsarkarinaukri.com/jobs/1673,301,YES,PASS,,Closed,565,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1674,https://www.searchsarkarinaukri.com/jobs/1674,301,YES,PASS,,Closed,500,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1675,https://www.searchsarkarinaukri.com/jobs/1675,301,YES,PASS,,Closed,562,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1676,https://www.searchsarkarinaukri.com/jobs/1676,301,YES,PASS,,Closed,544,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1677,https://www.searchsarkarinaukri.com/jobs/1677,301,YES,PASS,,Closed,541,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1679,https://www.searchsarkarinaukri.com/jobs/1679,301,YES,PASS,,Closed,562,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1681,https://www.searchsarkarinaukri.com/jobs/1681,301,YES,PASS,,Closed,543,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1682,https://www.searchsarkarinaukri.com/jobs/1682,301,YES,PASS,,Closed,613,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1683,https://www.searchsarkarinaukri.com/jobs/1683,301,YES,PASS,,Closed,487,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1685,https://www.searchsarkarinaukri.com/jobs/1685,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1686,https://www.searchsarkarinaukri.com/jobs/1686,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1687,https://www.searchsarkarinaukri.com/jobs/1687,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1688,https://www.searchsarkarinaukri.com/jobs/1688,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1690,https://www.searchsarkarinaukri.com/jobs/1690,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1691,https://www.searchsarkarinaukri.com/jobs/1691,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1692,https://www.searchsarkarinaukri.com/jobs/1692,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1694,https://www.searchsarkarinaukri.com/jobs/1694,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1695,https://www.searchsarkarinaukri.com/jobs/1695,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1696,https://www.searchsarkarinaukri.com/jobs/1696,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1697,https://www.searchsarkarinaukri.com/jobs/1697,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1698,https://www.searchsarkarinaukri.com/jobs/1698,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1699,https://www.searchsarkarinaukri.com/jobs/1699,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1701,https://www.searchsarkarinaukri.com/jobs/1701,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1702,https://www.searchsarkarinaukri.com/jobs/1702,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1703,https://www.searchsarkarinaukri.com/jobs/1703,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1704,https://www.searchsarkarinaukri.com/jobs/1704,410,NO,,,,0,REMOVE_410,Record absent from DB — keep 410 (Gone)
1705,https://www.searchsarkarinaukri.com/jobs/1705,301,YES,PASS,,Closed,325,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1708,https://www.searchsarkarinaukri.com/jobs/1708,301,YES,PASS,,Closed,317,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1710,https://www.searchsarkarinaukri.com/jobs/1710,301,YES,PASS,,Closed,303,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1713,https://www.searchsarkarinaukri.com/jobs/1713,301,YES,PASS,,Closed,283,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1714,https://www.searchsarkarinaukri.com/jobs/1714,301,YES,PASS,,Closed,314,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1716,https://www.searchsarkarinaukri.com/jobs/1716,301,YES,PASS,,Closed,292,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1717,https://www.searchsarkarinaukri.com/jobs/1717,301,YES,PASS,,Closed,283,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1719,https://www.searchsarkarinaukri.com/jobs/1719,301,YES,PASS,,Closed,291,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1721,https://www.searchsarkarinaukri.com/jobs/1721,301,YES,PASS,,Closed,290,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1725,https://www.searchsarkarinaukri.com/jobs/1725,301,YES,PASS,,Closed,307,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1726,https://www.searchsarkarinaukri.com/jobs/1726,301,YES,PASS,,Closed,288,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1727,https://www.searchsarkarinaukri.com/jobs/1727,301,YES,PASS,,Closed,293,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1728,https://www.searchsarkarinaukri.com/jobs/1728,301,YES,PASS,,Closed,291,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1729,https://www.searchsarkarinaukri.com/jobs/1729,301,YES,PASS,,Closed,313,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1732,https://www.searchsarkarinaukri.com/jobs/1732,301,YES,PASS,,Closed,290,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1733,https://www.searchsarkarinaukri.com/jobs/1733,301,YES,PASS,,Closed,328,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1735,https://www.searchsarkarinaukri.com/jobs/1735,301,YES,PASS,,Closed,298,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1736,https://www.searchsarkarinaukri.com/jobs/1736,301,YES,PASS,,Closed,315,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1737,https://www.searchsarkarinaukri.com/jobs/1737,301,YES,PASS,,Closed,298,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1738,https://www.searchsarkarinaukri.com/jobs/1738,301,YES,PASS,,Closed,298,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1740,https://www.searchsarkarinaukri.com/jobs/1740,301,YES,PASS,,Closed,301,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1741,https://www.searchsarkarinaukri.com/jobs/1741,301,YES,PASS,,Closed,299,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1744,https://www.searchsarkarinaukri.com/jobs/1744,301,YES,PASS,,Closed,325,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1746,https://www.searchsarkarinaukri.com/jobs/1746,301,YES,PASS,,Closed,285,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1747,https://www.searchsarkarinaukri.com/jobs/1747,301,YES,PASS,,Closed,313,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1748,https://www.searchsarkarinaukri.com/jobs/1748,301,YES,PASS,,Closed,297,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1753,https://www.searchsarkarinaukri.com/jobs/1753,301,YES,PASS,,Closed,301,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1758,https://www.searchsarkarinaukri.com/jobs/1758,301,YES,PASS,,Closed,307,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
1760,https://www.searchsarkarinaukri.com/jobs/1760,301,YES,PASS,,Closed,299,REDIRECT_301,"Resolves to canonical slug — already fixed, await recrawl"
